mileage_per_year,model_year,price,car_age,sold
8104,2013,88285.54,11,yes
14926,2010,50505.45,14,yes
11587,2004,80468.33,20,no
14012,2001,47749.08,23,no
23972,2001,91893.61,23,no
11397,1999,48953.08,25,no
16238,2003,45765.13,21,yes
11351,2003,105247.41,21,yes
7838,1998,32747.11,26,yes
17231,1999,58375.09,25,yes
13326,2001,104096.76,23,no
7063,2002,61805.74,22,yes
11501,2009,77478.87,15,no
15055,2009,84159.34,15,no
20109,1998,33712.61,26,yes
8757,2005,82649.98,19,no
17030,2009,56333.34,15,no
23092,2007,57636.15,17,yes
17624,2007,56615.72,17,yes
10265,2010,30263.46,14,yes
22501,2014,117005.97,10,no
20193,2008,50205.9,16,yes
25043,2000,40280.75,24,yes
7490,2005,33545.22,19,yes
8511,2007,87959.96,17,yes
15084,2003,33336.11,21,yes
15582,2008,96974.93,16,no
8046,2002,40168.68,22,yes
21204,2000,21534.53,24,yes
17878,2006,49920.91,18,yes
9541,2004,36714.65,20,yes
12249,2001,68440.58,23,no
9866,1998,61954.5,26,no
18887,2010,52548.44,14,yes
17335,2003,43034.65,21,yes
24902,2008,60187.38,16,no
16090,2015,70318.79,9,no
10985,2003,55756.53,21,no
17507,2002,53043.59,22,no
23209,2003,21089.05,21,yes
17491,1998,39929.11,26,yes
9646,1998,110461.58,26,no
10769,2007,67182.73,17,yes
14739,2005,90403.36,19,yes
16594,2004,97581.38,20,no
15494,2000,36097.73,24,yes
13444,2000,27203.61,24,yes
10061,2001,45955.15,23,yes
17576,1999,24267.16,25,yes
11936,2008,98962.37,16,no
16743,2004,96558.37,20,no
17297,2007,66044.65,17,no
17911,2004,75420.39,20,no
18430,2005,84528.51,19,no
6251,2007,83361.13,17,no
23060,2005,41559.47,19,yes
13542,1998,63754.23,26,yes
15590,2001,66313.92,23,yes
16455,1998,29496.83,26,yes
7654,2002,13360.55,22,yes
12549,1999,90064.6,25,yes
6172,2005,95105.47,19,yes
8444,1998,58825.09,26,yes
15919,2008,44427.39,16,yes
16352,2008,95683.94,16,no
11734,2005,23322.97,19,yes
10815,1999,64415.01,25,yes
24506,1999,91959.09,25,no
8744,2009,71021.25,15,no
17204,2006,54510.11,18,yes
17498,2000,91130.74,24,no
26315,2012,63578.49,12,no
5481,1999,30312.14,25,yes
9699,1998,81732.27,26,yes
17376,2007,112389.23,17,yes
10342,2009,86982.1,15,yes
17323,2007,48812.38,17,yes
23139,2004,29527.02,20,yes
10688,2010,48880.11,14,no
26332,2009,58764.43,15,yes
6222,2003,100352.6,21,yes
22271,2007,62426.55,17,no
12470,2003,84852.82,21,yes
11305,2000,80719.24,24,no
19398,2011,95981.53,13,no
6898,2008,37362.07,16,yes
12806,2005,25774.88,19,yes
8842,2003,81036.07,21,no
9638,2004,46095.6,20,yes
12809,2000,64190.14,24,yes
10089,2008,78324.7,16,no
20257,1998,64925.08,26,no
13774,2006,76602.2,18,no
14725,2000,49046.15,24,yes
12974,2001,36125.22,23,yes
15246,2010,42443.65,14,yes
16022,2001,99192.02,23,no
6764,2000,79199.15,24,no
10315,2001,28187.24,23,yes
8527,2003,27429.87,21,yes
18985,2006,67640.03,18,no
6605,1998,47560.87,26,no
12245,2005,59095.23,19,yes
18957,2009,78884.25,15,no
21583,2007,34366.22,17,yes
18296,2002,28578.93,22,yes
13221,1999,79485.96,25,yes
8275,1998,55226.23,26,yes
10044,2001,25500.57,23,yes
8830,2002,33079.8,22,yes
9228,1999,77326.95,25,no
16146,2001,93848.4,23,no
14736,2007,58888.09,17,yes
17043,2006,32140.47,18,yes
12022,2010,73859.64,14,yes
9811,2002,41785.06,22,no
10473,2004,72859.68,20,no
10701,2003,34868.28,21,yes
19297,2006,73257.92,18,no
9915,2011,79400.66,13,yes
21607,2010,63985.94,14,no
23571,2002,74323.22,22,no
15458,1999,40191.47,25,no
9395,2003,99647.05,21,no
15913,2006,80022.65,18,no
8399,2005,94490.01,19,no
10176,2006,27764.82,18,yes
9924,1998,36050.43,26,yes
13294,2006,60764.76,18,no
22299,2002,65568.22,22,no
25665,2009,94773.48,15,no
16668,1998,17360.59,26,yes
15165,1998,37481.14,26,yes
5729,2008,60887.7,16,yes
14918,2004,21947.44,20,yes
9596,2007,44618.39,17,yes
11041,2006,55139.35,18,yes
16980,2004,86572.5,20,no
10852,2007,95394.79,17,no
10968,2002,59442.06,22,yes
19317,2004,85701.08,20,no
14706,2002,69550.62,22,yes
10907,2002,32691.13,22,yes
17108,1999,37193.56,25,yes
25793,2000,54899.62,24,no
8639,2010,33924.26,14,yes
16633,2010,57401.35,14,no
9635,2000,53493.82,24,yes
18366,2001,102767.36,23,yes
25516,2004,83418.99,20,yes
12373,2005,86802.77,19,no
19124,2007,47123.84,17,yes
16023,1999,41707.94,25,yes
9945,2004,99353.75,20,no
17202,2009,95171.19,15,no
9866,2011,88258.61,13,yes
15473,1999,25725.57,25,yes
12492,2004,67318.22,20,yes
19428,2006,99664.11,18,no
14535,2000,40928.68,24,yes
5942,2000,92865.06,24,yes
22539,1999,12153.16,25,yes
22033,2008,86057.28,16,yes
18446,2002,81600.78,22,no
16369,2009,54050.83,15,yes
23797,2002,31392.41,22,yes
6507,2007,103115.06,17,yes
18784,2011,88417.94,13,no
20129,2000,66698.77,24,no
15778,2005,52146.83,19,yes
10301,2000,75672.57,24,no
24409,2000,28161.66,24,yes
11355,2001,69759.73,23,yes
16468,1999,50529.7,25,yes
11790,2008,56938.16,16,yes
23882,2001,94794.53,23,no
10220,2005,55447.75,19,yes
11531,2001,41084.32,23,yes
10953,2003,72676.71,21,yes
10160,2011,41968.11,13,yes
19453,2012,98635.09,12,no
15035,2010,53296.32,14,yes
9100,2009,83143.74,15,yes
12720,2011,90751.0,13,yes
8367,2002,101407.26,22,no
6379,2000,41497.36,24,no
13390,2015,112299.47,9,yes
12589,1998,75026.36,26,yes
26246,2008,30874.49,16,yes
15322,2000,59053.45,24,yes
23952,2008,43349.91,16,yes
7794,2006,111899.75,18,yes
12071,2013,89307.42,11,yes
7829,2001,66886.18,23,no
8093,2006,50019.26,18,no
11756,1998,77527.6,26,no
8088,2009,92525.19,15,no
13885,2013,89139.14,11,no
14063,2003,38304.17,21,yes
8463,1998,54925.8,26,yes
10592,2004,61886.35,20,yes
8880,1999,109257.03,25,no
8971,2008,90359.53,16,no
22478,2009,65637.49,15,no
16570,2008,45233.72,16,no
26657,2006,51939.54,18,yes
10200,2009,63913.57,15,no
11975,2000,89030.78,24,no
13421,1998,91648.32,26,yes
12492,2001,12845.18,23,yes
11945,2000,54973.17,24,no
7735,2013,35421.7,11,yes
22673,2000,71449.91,24,no
11812,2006,68574.06,18,yes
21934,2009,60070.34,15,no
10935,2006,42329.28,18,yes
12905,2000,63514.43,24,yes
7880,2007,61048.63,17,no
10314,2012,82596.02,12,yes
9254,2007,29428.86,17,yes
7638,2001,90980.41,23,no
10223,1999,35668.59,25,yes
16205,2012,73437.46,12,no
13363,2006,22628.07,18,yes
20785,2006,37973.8,18,yes
6970,2002,31688.25,22,yes
10468,1999,99033.02,25,no
11515,2009,53867.24,15,no
15658,2008,88218.34,16,no
10825,1999,69749.41,25,no
10905,2014,98271.65,10,yes
22830,1999,75579.06,25,no
9211,2014,36252.0,10,yes
24950,1998,25715.71,26,yes
22314,2007,50444.58,17,yes
14917,2011,31936.25,13,yes
15079,2002,31094.21,22,yes
11234,2003,81370.36,21,yes
9463,2014,100105.76,10,yes
12181,2000,68343.93,24,no
10924,2010,77424.73,14,no
11502,1999,35040.08,25,yes
13881,1999,72157.99,25,yes
14903,2004,43379.26,20,yes
8385,1998,70499.65,26,no
10864,2008,60123.85,16,no
8175,2014,66598.07,10,no
13707,1999,59917.08,25,yes
9224,2005,65633.06,19,no
15408,1998,28940.03,26,yes
10771,2010,70144.83,14,yes
18902,2014,80677.06,10,yes
12653,2008,100025.87,16,yes
8554,2015,58341.43,9,yes
6301,2000,61530.9,24,no
12429,2014,82272.71,10,yes
21333,1998,79310.59,26,no
9223,2008,52672.79,16,yes
11287,2006,48538.61,18,yes
18688,1999,72616.11,25,no
11136,2009,52324.83,15,yes
9591,2011,65715.37,13,no
16411,2003,69714.85,21,no
25666,2004,37484.3,20,yes
10466,1999,84118.46,25,no
17301,1998,50638.68,26,no
10826,2004,55410.69,20,yes
15209,1998,17847.04,26,yes
12293,2006,43827.21,18,yes
22922,2008,84951.05,16,no
11722,2003,104952.87,21,yes
9300,2007,47161.7,17,yes
11021,2006,107063.46,18,no
24402,2002,16313.37,22,yes
13005,2000,19194.99,24,yes
19679,1998,81931.54,26,no
4833,1999,67158.01,25,yes
9616,1998,65151.05,26,yes
9366,2006,35610.36,18,yes
14022,2000,104893.88,24,no
20165,2002,64482.44,22,no
12503,2007,64878.6,17,yes
7336,2000,63668.73,24,no
16978,2004,17741.13,20,yes
12310,2004,55233.45,20,yes
15584,2000,96340.08,24,no
13153,2011,85908.82,13,yes
18946,1998,76519.54,26,no
13667,1998,50744.12,26,yes
10835,2001,55896.26,23,yes
11804,2001,49453.29,23,yes
14437,2001,101133.54,23,yes
12906,2010,84524.0,14,no
18211,2011,78444.37,13,no
16509,2002,60268.95,22,no
15995,2005,74453.36,19,no
5741,1999,82407.13,25,no
22685,2001,62244.07,23,no
20777,2004,48042.03,20,no
17387,1999,96316.39,25,no
14684,2004,89631.29,20,yes
21097,2014,97767.6,10,no
7885,2013,95552.0,11,yes
9738,1999,9084.12,25,yes
22367,2014,112841.11,10,yes
11025,2004,81374.94,20,no
9603,2009,71671.05,15,yes
13143,2010,69201.74,14,no
7613,1998,72864.39,26,yes
7997,2001,46902.98,23,yes
18246,2009,35809.61,15,yes
13024,2004,77700.33,20,no
8937,2013,64437.55,11,yes
25880,1998,71309.44,26,no
19752,2000,79294.64,24,no
11874,1999,29285.31,25,yes
9196,2005,63724.42,19,yes
10237,2014,107547.97,10,no
16824,2006,86381.88,18,no
11782,2001,108984.49,23,no
11550,2005,89229.6,19,yes
9356,2009,62779.99,15,yes
23332,1999,83348.59,25,no
15574,2010,68721.61,14,no
20848,2002,72246.83,22,no
16104,2013,107648.61,11,yes
8443,2000,54278.04,24,yes
9060,2011,58968.87,13,yes
9380,2002,65021.95,22,no
18001,2003,111149.45,21,no
14489,1998,34023.05,26,yes
11289,2006,37932.18,18,yes
9717,2005,99827.31,19,no
11410,2003,28901.43,21,yes
11853,2004,42597.5,20,no
13295,2009,84120.36,15,yes
13085,2001,49526.74,23,yes
26578,2005,96015.13,19,no
9201,2002,55817.05,22,yes
9102,2003,86352.91,21,no
17610,2017,44670.26,7,yes
8476,2004,64545.44,20,yes
16610,1999,57232.71,25,yes
15510,2000,43177.36,24,yes
20871,2008,59405.04,16,yes
6658,2003,35951.0,21,yes
11529,2002,74724.82,22,yes
19029,2005,54613.42,19,yes
22074,2014,54162.22,10,yes
7788,2000,96429.5,24,no
13360,2010,88055.06,14,yes
17125,2001,87077.74,23,no
20392,1998,80732.81,26,no
11449,2003,67320.5,21,no
18917,2011,57743.47,13,no
12353,2007,55158.8,17,yes
10665,1999,91931.16,25,no
18773,2006,40083.88,18,no
14278,2000,54949.13,24,no
12434,2003,101259.19,21,no
12124,2002,60845.01,22,yes
14093,2006,115081.43,18,yes
25672,2004,92123.27,20,yes
7513,2011,111496.75,13,yes
16953,2004,51859.29,20,no
17027,2001,32166.62,23,yes
13725,2015,37671.0,9,yes
16441,2005,95567.34,19,yes
7271,2003,93361.87,21,no
21030,2004,72696.43,20,no
11882,2002,36848.33,22,yes
10385,2004,88822.66,20,yes
15751,2013,92513.58,11,no
11340,2008,92782.08,16,no
8273,2010,44941.21,14,yes
12867,2003,55983.78,21,yes
13712,2006,47905.39,18,yes
13298,2006,90990.29,18,no
11061,2001,35162.73,23,yes
9272,2006,66667.18,18,yes
8877,1999,98576.72,25,no
24214,1999,69811.86,25,no
9855,1999,28341.7,25,yes
13645,2001,6134.97,23,yes
14293,2005,97347.65,19,no
11695,1998,9071.27,26,yes
15372,2006,62085.22,18,no
10738,2006,41929.93,18,no
14325,2001,85100.06,23,no
17528,2001,36718.62,23,yes
26422,2006,42196.89,18,yes
24476,2010,51270.14,14,yes
14077,2006,111354.28,18,no
18837,2000,39167.2,24,yes
12567,2008,44247.28,16,yes
12569,2011,38643.52,13,yes
14390,2015,50596.28,9,yes
9363,2009,111509.12,15,no
8800,2011,78673.03,13,yes
27720,2001,89104.33,23,no
11833,2006,71454.32,18,yes
8825,2009,51288.9,15,yes
24271,2007,41163.58,17,no
8329,2007,62907.82,17,yes
9711,2001,113395.48,23,yes
7953,2006,40662.57,18,no
13825,2004,58957.62,20,no
12105,1998,64766.54,26,no
11875,1998,99962.3,26,no
12703,2012,88129.31,12,yes
16552,2002,13341.35,22,yes
8163,2003,35079.19,21,yes
6573,2006,67692.88,18,no
20551,2008,30890.52,16,yes
7672,2001,34597.11,23,yes
8735,2013,50698.87,11,yes
8068,2003,82866.82,21,no
11425,2003,63921.95,21,no
23786,1998,93719.89,26,no
9104,2009,68031.14,15,yes
21425,2013,69851.15,11,no
21205,2012,34824.58,12,yes
13406,2013,76754.81,11,yes
10201,2003,41608.08,21,yes
7162,2009,32790.04,15,yes
11510,2010,30987.89,14,yes
16595,1999,51915.26,25,yes
8807,2004,51056.03,20,yes
8901,2006,63863.2,18,no
8879,2009,60849.49,15,no
22889,1998,79575.2,26,no
17505,2003,78503.93,21,no
10472,2003,71494.31,21,no
16878,2012,85709.39,12,no
12625,2000,110745.54,24,yes
13732,2001,60193.53,23,yes
8994,1999,24764.66,25,yes
15939,2008,61549.3,16,no
13254,1998,86737.29,26,yes
7951,2012,56417.18,12,yes
14069,2002,57527.84,22,yes
10948,2008,59115.6,16,no
9719,2000,50118.23,24,yes
6286,2002,50002.6,22,yes
8135,2014,80587.74,10,yes
18377,2016,99232.86,8,no
8582,2000,89508.16,24,yes
5463,2013,46132.21,11,yes
12989,2007,59552.1,17,yes
14278,2010,46344.26,14,yes
15917,2004,57949.7,20,no
13019,2002,40433.14,22,yes
6047,1998,107124.35,26,no
21985,1998,62553.69,26,no
16465,2000,86019.19,24,no
7880,1999,32663.78,25,yes
10317,2014,108003.72,10,yes
19742,2002,25041.06,22,yes
16053,2005,76902.85,19,no
11479,2010,90240.89,14,no
9023,1999,18460.81,25,yes
8563,2000,24582.56,24,yes
11446,2007,53881.91,17,yes
25187,2015,97946.82,9,no
17049,2001,23663.82,23,yes
16600,1998,48572.85,26,yes
18474,2002,68326.64,22,yes
11313,2003,24245.86,21,yes
18610,1999,95256.05,25,no
18620,2014,100331.82,10,yes
12176,2003,83628.45,21,no
15507,2001,107604.18,23,yes
9658,2002,29294.59,22,yes
9277,2009,54340.25,15,no
20626,2000,33742.51,24,yes
11699,2010,75019.27,14,yes
16681,1998,96064.11,26,no
17467,2008,106278.8,16,yes
20510,2002,108581.09,22,yes
10219,2010,67051.88,14,yes
10590,2006,112239.92,18,yes
14800,2000,44323.82,24,no
9742,2002,41056.8,22,no
8936,2002,64745.77,22,no
20799,2005,96372.15,19,no
17560,2000,4618.21,24,yes
12729,2013,59496.82,11,yes
12237,2002,74391.53,22,yes
18821,2000,27339.12,24,yes
11155,2000,106511.87,24,yes
14158,2007,51025.9,17,yes
23249,2002,75499.65,22,no
15166,2005,89662.34,19,no
9994,2004,52533.49,20,yes
13227,1999,65816.92,25,yes
11525,2008,69942.0,16,no
12283,2004,73555.59,20,no
11644,2004,69626.78,20,no
13451,2007,104402.76,17,yes
12352,2010,88652.2,14,yes
14683,1999,20496.4,25,yes
17216,1998,56012.87,26,yes
29884,2001,96987.25,23,no
10599,2000,61055.04,24,no
9061,2006,98384.97,18,no
11124,2007,76632.94,17,no
12660,2003,82110.41,21,no
18923,1998,11907.67,26,yes
20271,2012,107343.23,12,yes
16396,1998,65244.35,26,no
11877,1998,60854.44,26,no
15381,2008,66741.6,16,yes
13734,2006,80490.45,18,yes
13095,2001,67618.65,23,no
10052,2006,63424.14,18,no
7299,2016,47434.76,8,yes
16184,2008,90854.98,16,no
11617,2001,78837.56,23,no
11834,2006,85810.89,18,yes
18448,2007,52448.98,17,yes
21021,2002,85744.0,22,no
12323,2003,71350.12,21,yes
12821,1999,35813.68,25,yes
20497,2000,87378.83,24,yes
19288,2003,103641.53,21,yes
10903,1999,89262.79,25,yes
9652,1998,49066.22,26,yes
12824,2006,113468.26,18,yes
12819,1999,54275.45,25,yes
9054,2001,87402.95,23,no
8753,2001,40508.44,23,no
18444,2012,55063.6,12,yes
10796,2005,84739.61,19,no
23353,2009,103203.65,15,no
10528,2002,27527.11,22,yes
9320,2010,71597.47,14,yes
18108,1998,107053.83,26,no
10692,2007,54612.71,17,yes
10825,1999,84758.99,25,yes
13356,1998,51061.64,26,yes
11951,2002,55589.86,22,no
18116,2006,32086.46,18,yes
13158,2006,43188.52,18,yes
23954,2005,44166.38,19,yes
9364,2006,68945.03,18,no
18593,2006,88732.29,18,no
7458,2001,98153.8,23,yes
14299,2004,18932.03,20,yes
18097,1999,31198.65,25,yes
16525,2008,31013.71,16,yes
16653,2005,43151.44,19,yes
14218,2000,68854.43,24,yes
16464,2002,60473.55,22,no
8735,2004,88391.36,20,no
17515,1998,45820.43,26,yes
9792,2001,74644.15,23,no
13429,1999,22267.05,25,yes
12398,2015,91645.11,9,no
16673,2002,69730.08,22,no
19870,2003,36566.06,21,yes
9236,2004,86475.13,20,yes
17171,2006,38923.94,18,yes
19636,2008,61159.19,16,no
17867,1999,15499.94,25,yes
14037,1999,46689.24,25,yes
13891,2006,111189.03,18,no
19749,1999,24808.48,25,yes
12109,2004,47115.23,20,yes
7156,2006,54373.75,18,yes
13931,2002,67224.08,22,yes
11612,1998,10760.89,26,yes
8604,1999,45128.45,25,yes
9110,2000,56532.39,24,yes
10954,1999,74098.81,25,yes
12643,2004,34884.44,20,yes
20181,2003,18180.4,21,yes
9996,1999,53613.79,25,yes
13007,1998,32083.23,26,yes
13902,2008,85607.69,16,no
10645,2004,104512.77,20,yes
9842,2011,101737.01,13,yes
11880,2002,66708.15,22,no
23685,2002,69052.43,22,no
11975,2000,50522.28,24,yes
13232,2003,75285.65,21,yes
11805,1999,86452.0,25,no
8983,2001,109048.67,23,yes
18729,2004,46632.23,20,yes
18068,2001,103419.98,23,yes
6388,2007,45038.34,17,no
19852,1999,74615.84,25,no
16852,2004,48048.31,20,yes
17152,2003,100792.51,21,yes
6095,2000,59307.23,24,yes
22258,2006,43579.84,18,no
11041,2000,60308.7,24,yes
13796,2001,80407.91,23,no
25342,1999,35561.36,25,yes
22190,1999,22508.9,25,yes
13413,2001,97648.67,23,no
16407,2008,104771.28,16,no
15424,2006,45543.74,18,yes
9983,1999,10486.43,25,yes
20976,2007,69329.34,17,no
10194,2000,90461.26,24,no
19257,2011,100461.6,13,no
17142,2000,88544.3,24,no
22909,2014,76549.8,10,no
15478,2002,63723.93,22,no
7796,2005,46414.46,19,yes
20337,1998,61057.25,26,no
10541,2007,81908.42,17,no
27366,1998,46926.38,26,yes
13025,1999,85963.89,25,no
14587,2001,41954.56,23,yes
17779,2000,42841.64,24,yes
12573,2001,89868.62,23,yes
14668,2008,83725.52,16,no
8198,2012,114700.83,12,yes
16413,2004,35977.75,20,yes
7647,2000,63916.71,24,yes
21564,2004,106752.67,20,yes
8043,2012,84010.74,12,no
13400,2006,34972.4,18,yes
13289,2001,23156.6,23,yes
16826,2006,67792.79,18,no
15830,1998,74772.72,26,no
19230,2012,89511.44,12,no
14572,2011,116481.55,13,yes
10180,2008,47176.41,16,yes
19132,2002,61736.23,22,no
20538,2007,62838.9,17,no
16324,2003,56234.6,21,yes
14292,2010,52942.7,14,yes
12441,2004,43996.32,20,yes
6228,1999,48997.02,25,yes
11122,2003,29935.4,21,yes
8855,1999,16621.95,25,yes
8619,2007,65195.62,17,no
12683,2012,105517.3,12,yes
17615,2000,88560.38,24,no
13350,1999,109206.53,25,yes
5712,2003,103734.09,21,yes
19841,2000,46677.85,24,no
16036,2007,24255.39,17,yes
17386,2004,92720.28,20,no
15801,2009,76489.75,15,no
14138,2012,70695.04,12,no
15121,2013,68480.58,11,no
11095,1998,34272.72,26,yes
8667,2010,90516.27,14,no
9577,2007,46159.86,17,yes
28711,1998,38585.76,26,yes
14366,1998,87169.41,26,no
11781,1999,39759.47,25,yes
9166,2009,85480.98,15,yes
10114,2000,28144.77,24,yes
8532,2007,107974.23,17,yes
12883,2005,50053.7,19,yes
14620,2004,28968.07,20,yes
17595,2006,53612.69,18,yes
11732,2001,23943.61,23,yes
8721,2002,77319.44,22,no
5969,2001,98401.11,23,no
12391,2011,101794.42,13,yes
15157,1999,30415.94,25,yes
15936,2003,82835.54,21,no
12051,1999,19067.67,25,yes
18771,1998,38933.71,26,yes
17794,2007,97813.52,17,yes
12906,2007,43145.52,17,yes
24927,2000,51754.81,24,no
9197,2004,64113.73,20,yes
10334,2005,85308.87,19,no
19243,2006,89157.36,18,no
13676,2012,77837.98,12,no
18633,2014,54826.14,10,yes
16776,2008,91409.3,16,no
11999,1998,100259.07,26,yes
22576,2005,93186.61,19,no
10776,2013,102477.99,11,yes
9793,2000,40152.67,24,yes
24148,2007,92393.39,17,no
16137,2015,49053.77,9,yes
11520,2003,80041.17,21,no
14436,1999,76805.25,25,no
13198,2009,38713.98,15,yes
23950,2003,11136.46,21,yes
11260,1998,26900.25,26,yes
27670,2003,102691.94,21,yes
8973,2003,90032.75,21,no
21926,2001,37021.58,23,yes
12153,2012,36368.45,12,yes
9379,2005,96534.04,19,no
16342,2012,111564.83,12,yes
24300,2000,84625.76,24,no
6733,2004,33125.82,20,yes
11396,2015,63492.06,9,yes
9054,2003,58709.98,21,yes
11553,2002,71291.38,22,yes
12295,1998,41709.63,26,no
11916,2006,92688.46,18,yes
13194,2001,89753.83,23,no
13345,2011,51128.62,13,yes
10701,2001,78976.26,23,yes
10453,2009,107740.4,15,yes
15754,2004,92643.42,20,no
7180,2004,101300.26,20,yes
10642,2004,78323.94,20,no
22311,2004,81619.54,20,no
7008,2006,86424.19,18,no
14497,2010,65849.03,14,no
10595,2003,113696.35,21,yes
11954,2002,16846.42,22,yes
15828,2001,51261.52,23,yes
13495,2006,45082.46,18,yes
8599,2003,39731.25,21,yes
7945,1999,44956.66,25,yes
11271,2004,89201.6,20,no
18551,2005,98574.61,19,no
23735,2007,81085.12,17,no
8031,2006,75568.11,18,no
16143,2008,63474.78,16,no
8923,1999,53676.33,25,yes
9712,2004,50001.65,20,yes
10333,2004,29000.26,20,yes
7667,2008,81267.94,16,no
12035,2008,93760.72,16,yes
12900,2008,98254.31,16,yes
16912,2000,98080.45,24,no
16761,2006,52874.38,18,no
18839,2005,56571.12,19,yes
8301,2005,31123.28,19,yes
10299,2006,38900.88,18,yes
13255,1999,22697.31,25,yes
19504,1999,81282.86,25,no
10477,2001,35027.23,23,yes
6357,2013,49926.2,11,yes
23452,1999,6328.16,25,yes
14992,2006,65595.32,18,no
7187,2008,30902.98,16,yes
9484,1999,52751.46,25,no
15325,2010,89543.75,14,no
20001,1998,86836.53,26,no
19340,2002,77442.9,22,no
9648,2001,47053.89,23,yes
18716,2008,71913.63,16,no
13852,2011,43214.75,13,yes
7217,1998,36522.26,26,yes
11398,2003,35267.69,21,yes
22867,2002,62521.72,22,no
20152,2009,92953.93,15,no
22065,2002,72125.11,22,no
18626,2007,67635.49,17,no
17866,2011,108868.07,13,yes
10321,2009,57875.07,15,yes
12284,2005,73783.74,19,no
13622,2006,60079.33,18,no
10569,2007,79712.11,17,yes
9822,2005,85050.25,19,no
16437,2012,75653.63,12,no
17213,2000,113662.56,24,no
9528,1998,88911.0,26,yes
18495,2007,93977.48,17,no
20675,2002,98801.36,22,no
10228,2006,30933.89,18,yes
9895,1999,78066.34,25,no
24006,2007,59906.88,17,yes
10536,2000,62361.2,24,no
9315,2002,76713.55,22,no
13992,1998,94452.47,26,no
12647,2006,36371.45,18,yes
20621,2011,85020.98,13,no
19793,1998,51608.14,26,yes
12515,2008,61521.62,16,yes
17590,2001,26627.12,23,yes
28880,2004,70520.93,20,no
10733,2014,46650.77,10,yes
21732,2003,86727.38,21,no
8086,2000,90840.15,24,yes
23159,2008,76551.54,16,no
16640,2007,74549.18,17,no
6994,2002,100716.85,22,no
20032,2002,23301.53,22,yes
6807,2006,60180.35,18,no
12930,2007,19346.96,17,yes
11869,2000,19636.42,24,yes
7360,2007,89632.24,17,no
12380,2011,104662.27,13,yes
10277,2002,62351.38,22,yes
7696,2013,97929.91,11,no
7925,2000,58290.66,24,yes
20377,2013,38546.2,11,yes
12946,2002,70641.02,22,yes
20183,2003,61244.1,21,no
10201,2000,32246.68,24,yes
17688,2009,30752.2,15,yes
12689,2014,38156.65,10,yes
9122,2005,42121.53,19,yes
14855,2004,41018.91,20,yes
10616,2011,34335.38,13,yes
10248,2002,87755.58,22,no
15766,2006,70330.49,18,no
9432,2013,45419.71,11,yes
9528,2007,39437.61,17,yes
14057,1999,91128.37,25,no
22950,2001,89756.59,23,no
12960,1998,41426.11,26,yes
9462,2008,97281.91,16,yes
17337,2000,57760.91,24,yes
10904,2004,30551.07,20,yes
18070,1999,61278.4,25,no
13272,2011,76491.69,13,yes
15101,2015,92790.02,9,no
13989,2000,35505.92,24,yes
10353,1998,41967.13,26,yes
26497,2008,65197.51,16,no
7899,2008,54203.34,16,yes
14734,2003,47802.61,21,yes
15939,2002,42454.28,22,yes
13462,2011,29815.96,13,yes
14926,2007,56689.71,17,no
15902,2008,28841.19,16,yes
16791,2004,77624.3,20,no
14357,2005,78166.42,19,yes
11107,2000,8510.75,24,yes
10461,2001,72458.8,23,no
14378,2004,38755.39,20,yes
7986,2003,89598.67,21,yes
9796,2006,45034.5,18,yes
12618,2016,110770.93,8,no
10519,2013,69432.38,11,no
14575,2005,61257.89,19,no
10759,2000,92084.2,24,no
11288,1998,91994.78,26,yes
11608,1998,35527.6,26,yes
11940,2002,35923.73,22,yes
14247,2009,76536.87,15,yes
14118,2002,62952.55,22,yes
19960,2002,71870.29,22,no
15039,2001,32239.07,23,yes
12226,2000,76327.8,24,no
8062,2008,55399.23,16,yes
11318,2008,104235.13,16,yes
17596,2003,54581.33,21,yes
12543,2002,75019.46,22,no
15625,2003,85949.61,21,no
8397,2006,42186.37,18,yes
11079,2004,76551.32,20,no
23242,2004,75186.48,20,no
10103,2000,93402.97,24,no
10059,1998,66059.65,26,no
9636,2008,107867.46,16,no
12087,2013,64310.36,11,no
14469,1998,89792.69,26,no
14710,2010,35536.78,14,yes
15431,2000,29891.08,24,yes
6615,1999,22929.28,25,yes
10907,2006,76632.79,18,no
11519,2005,57133.2,19,yes
13154,1999,62042.48,25,yes
18639,2005,77237.23,19,no
18384,1999,39116.82,25,yes
11536,2002,18549.25,22,yes
15934,2000,43348.77,24,yes
14216,2007,72149.13,17,no
24241,2003,96437.18,21,no
16677,2004,86267.24,20,no
12797,2002,35785.45,22,yes
17204,2008,39265.48,16,yes
18366,2007,102316.62,17,yes
16969,2003,71261.65,21,no
13956,2005,69013.7,19,yes
12103,2000,31212.02,24,yes
11842,2012,101026.55,12,no
7591,2003,72880.23,21,yes
8820,2009,106292.76,15,no
7562,2000,67692.65,24,yes
12557,1998,34993.88,26,yes
14276,2001,11627.5,23,yes
9205,1998,106275.82,26,yes
16427,2001,106590.98,23,no
18920,2016,102929.47,8,no
11756,2013,47844.01,11,yes
9888,2000,88566.31,24,no
9994,2014,48608.58,10,no
16791,2003,49186.56,21,yes
10758,1998,84518.74,26,no
22173,1999,77527.54,25,no
10716,2007,31479.94,17,yes
13416,2011,105945.01,13,no
3876,2004,41407.0,20,no
17149,2009,60163.52,15,no
13738,2005,59327.55,19,yes
30074,2000,99599.87,24,no
11622,2002,29028.7,22,yes
6619,1998,32650.28,26,yes
